filename,resolved_model,amusement,anger,awe,contentment,disgust,excitement,fear,sadness
contentment/contentment_09986.mp3,deepseek/deepseek-chat-v3,0.44,0.0,0.61,0.66,0.47,0.0,0.28,0.46
contentment/contentment_10003.mp3,deepseek/deepseek-chat-v3,0.35,0.0,0.12,0.85,0.1,0.45,0.05,0.15
contentment/contentment_10023.mp3,deepseek/deepseek-chat-v3,0.4,0.16,0.4,0.36,0.0,0.36,0.07,0.0
contentment/contentment_10027.mp3,deepseek/deepseek-chat-v3,0.47,0.16,0.44,0.44,0.47,0.48,0.36,0.61
contentment/contentment_10029.mp3,deepseek/deepseek-chat-v3,0.45,0.0,0.3,0.6,0.0,0.5,0.1,0.0
contentment/contentment_10032.mp3,deepseek/deepseek-chat-v3,0.38,0.12,0.28,0.45,0.08,0.25,0.18,0.22
contentment/contentment_10033.mp3,deepseek/deepseek-chat-v3,0.55,0.0,0.3,0.85,0.2,0.4,0.1,0.0
disgust/disgust_02058.mp3,deepseek/deepseek-chat-v3,0.16,0.54,0.1,0.11,0.09,0.08,0.18,0.16
disgust/disgust_02529.mp3,deepseek/deepseek-chat-v3,0.45,0.55,0.5,0.3,0.2,0.6,0.2,0.15
disgust/disgust_02553.mp3,deepseek/deepseek-chat-v3,0.28,0.1,0.15,0.17,0.19,0.17,0.24,0.2
disgust/disgust_04041.mp3,deepseek/deepseek-chat-v3,0.4,0.1,0.32,0.3,0.33,0.42,0.38,0.35
disgust/disgust_06427.mp3,deepseek/deepseek-chat-v3,0.47,0.2,0.52,0.39,0.02,0.45,0.17,0.22
disgust/disgust_10795.mp3,deepseek/deepseek-chat-v3,0.28,0.22,0.29,0.18,0.37,0.28,0.36,0.22
excitement/excitement_07981.mp3,deepseek/deepseek-chat-v3,0.45,0.05,0.35,0.4,0.02,0.55,0.1,0.01
excitement/excitement_07982.mp3,deepseek/deepseek-chat-v3,0.33,0.08,0.47,0.41,0.02,0.14,0.13,0.24
excitement/excitement_07984.mp3,deepseek/deepseek-chat-v3,0.42,0.0,0.0,0.35,0.0,0.24,0.0,0.0
excitement/excitement_08026.mp3,deepseek/deepseek-chat-v3,0.46,0.0,0.0,0.35,0.0,0.24,0.0,0.0
excitement/excitement_08037.mp3,deepseek/deepseek-chat-v3,0.45,0.1,0.35,0.6,0.05,0.4,0.2,0.05
excitement/excitement_15991.mp3,deepseek/deepseek-chat-v3,0.47,0.15,0.36,0.42,0.01,0.17,0.14,0.04
fear/fear_03308.mp3,deepseek/deepseek-chat-v3,0.12,0.15,0.3,0.0,0.35,0.2,0.4,0.1
fear/fear_03314.mp3,deepseek/deepseek-chat-v3,0.12,0.38,0.19,0.15,0.23,0.35,0.47,0.22
fear/fear_09171.mp3,deepseek/deepseek-chat-v3,0.12,0.38,0.28,0.0,0.3,0.25,0.62,0.22
fear/fear_09195.mp3,deepseek/deepseek-chat-v3,0.25,0.33,0.0,0.0,0.0,0.15,0.71,0.0
fear/fear_09208.mp3,deepseek/deepseek-chat-v3,0.25,0.12,0.3,0.15,0.2,0.25,0.35,0.15
fear/fear_09248.mp3,deepseek/deepseek-chat-v3,0.35,0.12,0.28,0.25,0.18,0.33,0.38,0.15
sadness/sadness_03448.mp3,deepseek/deepseek-chat-v3,0.45,0.3,0.35,0.5,0.2,0.4,0.25,0.6
sadness/sadness_03457.mp3,deepseek/deepseek-chat-v3,0.25,0.07,0.35,0.1,0.1,0.2,0.3,0.7
sadness/sadness_07944.mp3,deepseek/deepseek-chat-v3,0.24,0.0,0.29,0.32,0.26,0.21,0.0,0.12
sadness/sadness_07946.mp3,deepseek/deepseek-chat-v3,0.73,0.0,0.52,0.45,0.0,0.0,0.0,0.0
sadness/sadness_07963.mp3,deepseek/deepseek-chat-v3,0.45,0.3,0.4,0.5,0.2,0.35,0.1,0.6
sadness/sadness_07975.mp3,deepseek/deepseek-chat-v3,0.42,0.08,0.27,0.35,0.1,0.26,0.09,0.29
