filename,resolved_model,amusement,anger,awe,contentment,disgust,excitement,fear,sadness
disgust/disgust_00534.mp3,deepseek/deepseek-chat-v3,0.25,0.2,0.3,0.2,0.3,0.25,0.35,0.15
disgust/disgust_02051.mp3,deepseek/deepseek-chat-v3,0.44,0.5,0.5,0.09,0.25,0.69,0.505,0.17
disgust/disgust_08857.mp3,deepseek/deepseek-chat-v3,0.47,0.52,0.45,0.2,0.35,0.3,0.25,0.33
disgust/disgust_08884.mp3,deepseek/deepseek-chat-v3,0.12,0.8,0.2,0.3,0.9,0.25,0.4,0.5
disgust/disgust_10797.mp3,deepseek/deepseek-chat-v3,0.45,0.42,0.45,0.27,0.35,0.39,0.21,0.32
excitement/excitement_07977.mp3,deepseek/deepseek-chat-v3,0.52,0.18,0.19,0.49,0.14,0.64,0.09,0.12
excitement/excitement_08003.mp3,deepseek/deepseek-chat-v3,0.35,0.38,0.32,0.25,0.0,0.72,0.68,0.15
excitement/excitement_08004.mp3,deepseek/deepseek-chat-v3,0.63,0.0,0.16,0.46,0.22,0.36,0.0,0.0
excitement/excitement_08023.mp3,deepseek/deepseek-chat-v3,0.55,0.35,0.45,0.4,0.12,0.68,0.42,0.18
excitement/excitement_08027.mp3,deepseek/deepseek-chat-v3,0.57,0.01,0.21,0.35,0.07,0.4,0.05,0.06
excitement/excitement_16001.mp3,deepseek/deepseek-chat-v3,0.57,0.1,0.37,0.45,0.1,0.48,0.1,0.1
fear/fear_03297.mp3,deepseek/deepseek-chat-v3,0.35,0.25,0.45,0.15,0.2,0.5,0.55,0.1
fear/fear_09148.mp3,deepseek/deepseek-chat-v3,0.67,0.0,0.0,0.52,0.0,0.78,0.0,0.0
fear/fear_09151.mp3,deepseek/deepseek-chat-v3,0.69,0.28,0.31,0.42,0.33,0.54,0.24,0.14
fear/fear_09191.mp3,deepseek/deepseek-chat-v3,0.45,0.3,0.5,0.4,0.2,0.3,0.4,0.2
fear/fear_09247.mp3,deepseek/deepseek-chat-v3,0.35,0.39,0.29,0.32,0.41,0.49,0.21,0.23
fear/fear_14992.mp3,deepseek/deepseek-chat-v3,0.51,0.32,0.45,0.44,0.23,0.44,0.33,0.12
sadness/sadness_03454.mp3,deepseek/deepseek-chat-v3,0.47,0.28,0.35,0.42,0.25,0.37,0.29,0.28
sadness/sadness_03477.mp3,deepseek/deepseek-chat-v3,0.23,0.0,0.0,0.32,0.0,0.55,0.05,0.0
sadness/sadness_07947.mp3,deepseek/deepseek-chat-v3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sadness/sadness_07964.mp3,deepseek/deepseek-chat-v3,0.15,0.0,0.2,0.3,0.0,0.4,0.1,0.0
sadness/sadness_07973.mp3,deepseek/deepseek-chat-v3,0.16,0.23,0.37,0.18,0.24,0.27,0.31,0.85
sadness/sadness_07977.mp3,deepseek/deepseek-chat-v3,0.33,0.28,0.35,0.45,0.12,0.15,0.18,0.25
